username,created_at,text,likes,reposts,urls,expanded_urls,section,merged_section,subsection
NBC News,2025-06-25 08:20:21,"With a pair of bears on the loose, police were called and a firearms unit dispatched at the wildlife park in southwest England.

But the panic was quickly quelled when Mish and Lucy were found fast asleep in a honey store.",84,21,['https://nbcnews.to/4niOcHT'],['https://www.nbcnews.com/world/united-kingdom/england-bears-escape-enclosure-honey-asleep-mish-lucy-rcna214921?link_source=ta_bluesky_link&taid=685be984bd022a00015b815e&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Wildlife,Climate & Environment,
NBC News,2025-06-25 07:00:20,"Over recent years, China has become reliant on rare earth supplies from an unexpected source: the relatively small economy of Myanmar.",20,9,['https://nbcnews.to/45zU5du'],['https://www.nbcnews.com/world/asia/war-torn-myanmar-plays-critical-role-chinas-rare-earth-dominance-rcna214685?link_source=ta_bluesky_link&taid=685bd6c4bd022a00015b808b&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Economy/Trade,Business & Economy,
NBC News,2025-06-25 06:57:09,Iran is in its most precarious position since the early 1980s.,18,1,['https://nbcnews.to/4lqLkah'],['https://www.nbcnews.com/politics/national-security/irans-strategic-blunders-paved-way-humiliating-defeats-experts-say-rcna214584?link_source=ta_bluesky_link&taid=685bd605bd022a00015b8079&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],International Relations,World,
NBC News,2025-06-25 06:39:18,"A young Brazilian hiker who fell hundreds of feet from the ridge of a towering Indonesian volcano and was trapped there for almost four days was found dead on Tuesday, Brazil's government says. ",16,1,['https://nbcnews.to/4ekzXyq'],['https://www.nbcnews.com/world/brazil/brazil-hiker-volcano-indonesia-mount-rinjani-juliana-marins-dead-rcna214926?link_source=ta_bluesky_link&taid=685bd1d5bd022a00015b8057&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],World News,World,
NBC News,2025-06-25 06:00:17,"Nearly 150 people were jabbed with syringes during a street music festival in France, and authorities have arrested at least 12 suspects, the country’s interior ministry says.",27,13,['https://nbcnews.to/43ZSFrC'],['https://www.nbcnews.com/world/europe/hundred-people-jabbed-syringes-french-music-festival-rcna214683?link_source=ta_bluesky_link&taid=685bc8b1bd022a00015b7ff7&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime,Crime,
NBC News,2025-06-25 05:47:10,"20 people were injured when lightning struck a South Carolina beach Tuesday evening, officials say. ",16,9,['https://nbcnews.to/4liySct'],['https://www.nbcnews.com/news/us-news/20-injured-lightning-strike-south-carolina-beach-rcna214895?link_source=ta_bluesky_link&taid=685bc59dbd022a00015b7fdd&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Local News,Local News,
NBC News,2025-06-25 05:31:10,Workers digging at Manhattan's World Trade Center site 15 years ago made an improbable discovery: sodden timbers from a boat built during the Revolutionary War that had been buried more than two centuries earlier.,47,9,['https://nbcnews.to/44iAAUD'],['https://www.nbcnews.com/news/us-news/revolutionary-war-era-boat-painstakingly-rebuilt-centuries-buried-manh-rcna214918?link_source=ta_bluesky_link&taid=685bc1ddbd022a00015b7fcb&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],History,History,
NBC News,2025-06-25 05:16:10,The U.S. consulate in Hong Kong has condemned the city’s government for what it called repression of U.S. Independence Day celebrations after local education authorities reportedly cautioned teachers and students not to attend events marking the day and organized by American diplomats.,16,8,['https://nbcnews.to/441zaPi'],['https://www.nbcnews.com/world/asia/us-consulate-condemns-hong-kong-government-repression-independence-day-rcna214914?link_source=ta_bluesky_link&taid=685bbe5abd022a00015b7fb2&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],International News,World,
NBC News,2025-06-25 05:03:10,"One of the most talked-about staff members of the Trump administration’s Department of Government Efficiency has left the federal government, continuing a stream of DOGE-related departures.",54,13,['https://nbcnews.to/4eDmphL'],['https://www.nbcnews.com/politics/politics-news/teen-doge-staffer-big-balls-left-trump-administration-rcna214900?link_source=ta_bluesky_link&taid=685bbb4dbd022a00015b7f9d&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Trump Administration
NBC News,2025-06-25 05:00:21,A Mexican man who prosecutors say briefly evaded arrest with the help of a Wisconsin judge has agreed to plead guilty to illegally entering the U.S.,7,1,['https://nbcnews.to/4njPFxO'],['https://www.nbcnews.com/news/us-news/mexican-man-allegedly-aided-wisconsin-judge-agrees-guilty-plea-rcna214706?link_source=ta_bluesky_link&taid=685bbaa4bd022a00015b7f8d&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime,Crime,
NBC News,2025-06-25 04:47:17,The Marine veteran son of a California gardener seen in a graphic video being repeatedly struck on the head by a masked Customs and Border Patrol agent and chased at gunpoint is pushing back against government statements that his father attacked agents with a weed trimmer.,95,36,['https://nbcnews.to/3ZLIQuT'],['https://www.nbcnews.com/news/latino/marine-veteran-defends-immigrant-father-video-detained-rcna214801?link_source=ta_bluesky_link&taid=685bb795bd022a00015b7f6a&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],National News,Politics,Immigration
NBC News,2025-06-25 04:44:10,A federal appeals court in New York on Tuesday ordered the Trump administration to facilitate the return of a man who was deported to El Salvador roughly 30 minutes after the court suspended an order to remove him from the U.S.,52,18,['https://nbcnews.to/3Gij5eV'],['https://www.nbcnews.com/politics/immigration/court-orders-trump-admin-facilitate-deported-man-return-el-salvador-rcna214889?link_source=ta_bluesky_link&taid=685bb6d9bd022a00015b7f64&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Immigration,World,
NBC News,2025-06-25 04:28:32,"11 Iranian nationals with either criminal records or suspected terrorist ties who had been living in the U.S. illegally were arrested over the weekend while American war planes were bombing nuclear facilities in their homeland, federal officials say. ",8,3,['https://nbcnews.to/4ejgspG'],['https://www.nbcnews.com/news/us-news/ice-arrested-11-iranian-nationals-criminal-records-suspected-terrorist-rcna214821?link_source=ta_bluesky_link&taid=685bb330bd022a00015b7f45&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],National Security,Defense & Security,
NBC News,2025-06-25 01:00:17,Waymo’s robotaxis will begin carrying passengers through parts of Atlanta in an expansion of a partnership with Uber that began earlier this year in Austin.,25,5,['https://nbcnews.to/44yiLC0'],['https://www.nbcnews.com/tech/tech-news/waymos-robotaxis-start-carrying-passengers-atlanta-rcna214732?link_source=ta_bluesky_link&taid=685b8261bd022a00015b7de3&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Technology,Technology,
NBC News,2025-06-25 00:00:12,"Animal rescue activist and YouTube star Mikayla Raines has died at 29 by suicide, according to her husband.",84,25,['https://nbcnews.to/44i574P'],['https://www.nbcnews.com/news/obituaries/youtube-star-mikayla-raines-dies-suicide-29-husband-blames-online-abus-rcna214720?link_source=ta_bluesky_link&taid=685b744abd022a00015b7d65&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Obituaries,Obituaries,
NBC News,2025-06-24 23:07:05,"Cuomo says Mamdani ""put together a great campaign"": ""He touched young people and inspired them and moved them and got them to come out and vote."" 
www.nbcnews.com/politics/pol...",53,5,['https://www.nbcnews.com/politics/politics-news/live-blog/new-york-city-mayor-election-live-updates-rcna214294#rcrd83610'],['https://www.nbcnews.com/politics/politics-news/live-blog/new-york-city-mayor-election-live-updates-rcna214294#rcrd83610'],Politics,Politics,Elections
NBC News,2025-06-24 23:10:43,"re: NYC mayor race and this larger moment for Democrats nationally — the throughline division isn’t about ideology. It’s rooted in the party establishment discrediting itself with its base, and voters yearning for something fresh/different. From April:",251,54,[],[],Politics,Politics,Elections
NBC News,2025-06-24 23:09:38,"Andrew Cuomo concedes the New York City mayoral primary to Zohran Mamdani, who leads in the first-choice vote www.nbcnews.com/politics/ele...",489,59,['https://www.nbcnews.com/politics/elections/zohran-mamdani-leads-new-york-city-mayoral-primary-heads-ranked-choice-rcna214596'],['https://www.nbcnews.com/politics/elections/zohran-mamdani-leads-new-york-city-mayoral-primary-heads-ranked-choice-rcna214596'],Politics,Politics,Elections
NBC News,2025-06-24 23:01:21,"Nearly 150 people were jabbed with syringes during a street music festival in France and at least 12 suspects have been arrested, the country’s interior ministry said.",30,16,[],[],Crime,Crime,
NBC News,2025-06-24 22:56:29,"BREAKING: Andrew Cuomo concedes in the Democratic primary for New York City Mayor, as Zohran Mamdani takes the early lead in the ranked choice race.",319,58,['https://nbcnews.to/44unZ1I'],['https://www.nbcnews.com/politics/elections/zohran-mamdani-leads-new-york-city-mayoral-primary-heads-ranked-choice-rcna214596?link_source=ta_bluesky_link&taid=685b655cbd022a00015b7ce5&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Elections
NBC News,2025-06-24 22:01:10,"The NBA's top draft pick, Cooper Flagg, says playing basketball against his brothers in his driveway growing up helped him become competitive and give each game his all.",20,5,[],[],Sports,Sports,
NBC News,2025-06-24 21:01:37,"After twenty-nine days of testimony, the government has rested its case against Sean ""Diddy"" Combs. Soon after, the defense moved for a Rule 29 motion for judgment of acquittal on counts one through five. NBC News' Chloe Melas reports from outside the courthouse.",25,8,[],[],Legal News,Crime,
NBC News,2025-06-24 20:01:52,"A Wisconsin boyfriend and girlfriend are accused of trying to poison two women the man previously dated after he met them online,  NBC News’ Shaquille Brewster reports.",33,10,[],[],Crime,Crime,
NBC News,2025-06-24 19:40:14,"A fight over the fate of six migrants the Trump administration wants to deport to South Sudan flares up again as the Justice Department accused a federal judge of ""unprecedented defiance"" of a Supreme Court decision the previous day.",47,13,['https://nbcnews.to/4kcUjed'],['https://www.nbcnews.com/politics/supreme-court/trump-administration-accuses-judge-unprecedented-defiance-supreme-cour-rcna214735?link_source=ta_bluesky_link&taid=685b375dbd022a00015b7b02&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Immigration
NBC News,2025-06-24 19:20:14,"“Cobra Kai” actor Martin Kove allegedly bit his co-star Alicia Hannah-Kim on the arm so hard he nearly drew blood, according to a police report.",21,5,['https://nbcnews.to/3T5gSXh'],['https://www.nbcnews.com/pop-culture/pop-culture-news/cobra-kai-actor-martin-kove-accused-biting-costar-alicia-hannah-kim-ne-rcna214731?link_source=ta_bluesky_link&taid=685b32aebd022a00015b7ac8&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Entertainment News,Entertainment,
NBC News,2025-06-24 19:01:58,"Who will be the Democratic candidate for mayor of NYC? NBC News’ Vaughn Hillyard breaks down how the two leading candidates, Andrew Cuomo and Zohran Mamdani, represent two possible paths for the future of the party.",24,4,[],[],Politics,Politics,Elections
NBC News,2025-06-24 18:52:10,"The FBI is returning counterterrorism agents who were ordered to focus on immigration cases back to their old jobs because of concern about potential threats from Iran, four people with direct knowledge of the matter told NBC News.",86,38,['https://nbcnews.to/4nhoeol'],['https://www.nbcnews.com/politics/national-security/fbi-returning-agents-counter-terrorism-work-diverting-immigration-rcna213661?link_source=ta_bluesky_link&taid=685b2c19bd022a00015b7a70&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],National Security,Defense & Security,
NBC News,2025-06-24 18:40:12,"A 4-year-old boy was hospitalized on Saturday after an explosion at a children's museum outside of Oklahoma City, according to NBC affiliate KFOR.",27,11,['https://nbcnews.to/4nj2JTZ'],['https://www.nbcnews.com/news/us-news/4-year-old-boy-hospitalized-explosion-oklahoma-childrens-museum-rcna214746?link_source=ta_bluesky_link&taid=685b294abd022a00015b7a4e&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Local News,Local News,
NBC News,2025-06-24 18:29:17,"NEW: Strikes on Iran likely set back its nuclear program several months, sources familiar with the early assessment say, far from the devastating blow President Trump claims.",60,22,['https://nbcnews.to/4llG9sb'],['https://www.nbcnews.com/world/middle-east/strikes-iran-set-back-nuclear-program-several-months-sources-say-rcna214853?link_source=ta_bluesky_link&taid=685b26bcbd022a00015b7a29&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],International News,World,
NBC News,2025-06-24 18:20:52,"After federal prosecutors in New York rested their case against Sean “Diddy” Combs this morning, his defense team followed suit, calling no witnesses before resting their case.",26,6,[],[],Entertainment News,Entertainment,
NBC News,2025-06-24 18:02:00,"President Trump heads to a NATO summit as he advocates for a ceasefire in the Israel-Iran conflict, NBC News’ Garrett Haake reports.",21,3,[],[],World News,World,
NBC News,2025-06-24 17:40:13,"A federal judge has sided with Anthropic in a major copyright ruling, declaring that artificial intelligence developers can train on published books without authors’ consent.",19,17,['https://nbcnews.to/4lfSX3T'],['https://www.nbcnews.com/tech/tech-news/federal-judge-rules-copyrighted-books-are-fair-use-ai-training-rcna214766?link_source=ta_bluesky_link&taid=685b1b3cbd022a00015b7989&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Technology,Technology,
NBC News,2025-06-24 17:33:51,"President Trump arrives in the Netherlands for a NATO summit, just hours after announcing a fragile ceasefire between Iran and Israel. 

Morgan Chesky talks to chief international correspondent Keir Simmons about how the region is responding in today's episode of ""Here's the Scoop.""",18,3,['https://apple.co/4lkdJyy'],['https://podcasts.apple.com/us/podcast/heres-the-scoop/id1820996352'],International News,World,
NBC News,2025-06-24 17:20:12,"A woman who masterminded the killing of her husband, an internationally known hairdresser and beauty company executive, at their Los Angeles home eight years ago has been sentenced to life in prison without the possibility of parole.",28,7,['https://nbcnews.to/4kZTgQ5'],['https://www.nbcnews.com/news/us-news/california-woman-plotted-murder-hair-mogul-husband-sentenced-life-rcna214831?link_source=ta_bluesky_link&taid=685b168bbd022a00015b7956&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime,Crime,
NBC News,2025-06-24 17:01:33,"HHS Sec. Robert F. Kennedy Jr. faces questioning about his overhaul of the CDC vaccine panel, saying he never agreed to keep it unchanged.",95,29,[],[],Health News,Health,
NBC News,2025-06-24 16:40:13,"A top official at the Justice Department told subordinates they would need to consider ignoring court orders the day before the administration carried out deportations under the Alien Enemies Act, according to a department whistleblower.",80,42,['https://nbcnews.to/4k5D9yY'],['https://www.nbcnews.com/politics/justice-department/whistleblower-says-top-doj-official-suggested-ignoring-court-orders-de-rcna214763?link_source=ta_bluesky_link&taid=685b0d2bbd022a00015b78da&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Legal Affairs,Crime,
NBC News,2025-06-24 16:20:14,"A week before they are due to start work at U.S. hospitals, hundreds of doctors from abroad are still waiting to obtain visas granting them temporary stays in the country.",52,38,['https://nbcnews.to/4kXi7UJ'],['https://www.nbcnews.com/health/health-news/international-doctors-visa-problems-rcna213710?link_source=ta_bluesky_link&taid=685b087dbd022a00015b78a2&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Health,Health,
NBC News,2025-06-24 16:11:10,"The Washington man who was charged with providing large amounts of chemicals used in a car bomb outside a Palm Springs fertility clinic last month has been found dead in a Los Angeles prison, according to the Justice Dept.",47,14,['https://nbcnews.to/3FTfDrd'],['https://www.nbcnews.com/news/us-news/daniel-park-alleged-accomplice-palm-springs-fertility-clinic-bombing-f-rcna214856?link_source=ta_bluesky_link&taid=685b065ebd022a00015b7893&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime News,Crime,
NBC News,2025-06-24 16:01:56,Bodycam video captures the moment “Cobra Kai” actor Alicia Hannah-Kim confronts her co-star Martin Kove over biting her at a fan meet-and-greet in Washington.,27,7,[],[],Entertainment,Entertainment,
NBC News,2025-06-24 15:40:12,"Police said all four were also charged with obstruction, criminal damage to property, conspiracy and prowling.",74,16,['https://nbcnews.to/3TKV7fn'],['https://www.nbcnews.com/nbc-out/out-news/4-charged-hate-crimes-destroying-lgbtq-pride-flags-atlanta-police-say-rcna214846?link_source=ta_bluesky_link&taid=685aff1bbd022a00015b7814&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime,Crime,
NBC News,2025-06-24 15:20:13,"Bobby Sherman, a teen idol in the 1960s and ’70s with hits like “Little Woman” and “Julie, Do Ya Love Me,” has died at age 81, his wife says.",48,12,['https://nbcnews.to/3GhAFzH'],['https://www.nbcnews.com/pop-culture/pop-culture-news/bobby-sherman-teen-idol-1960s-70s-dies-81-rcna214829?link_source=ta_bluesky_link&taid=685afa6cbd022a00015b77d3&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Obituaries,Obituaries,
NBC News,2025-06-24 15:02:56,"A Marine Corps veteran says his father was punched by ICE agents and then taken to a detention center in Los Angeles. As @nbcla.com reports, DHS says federal law enforcement was assaulted with a weed whacker, while the man's son says he was defending himself.",50,32,[],[],Immigration News,World,
NBC News,2025-06-24 15:00:19,"Scared, alone and heartbroken: that's how 19-year-old Caroline Dias Goncalves said she felt the two weeks she spent in a detention center in Colorado after immigration authorities arrested her following a traffic stop.
nbcnews.to/4kplO4x",138,72,['https://nbcnews.to/4kplO4x'],['https://www.nbcnews.com/news/latino/dreamer-describes-ice-detention-scared-alone-rcna214740'],Immigration,World,
NBC News,2025-06-24 14:40:26,"“Enigma,” a documentary coming to HBO, details the glamorous, complex and at times tragic stories of two longtime icons of the transgender community.",32,7,['https://nbcnews.to/4lpMini'],['https://www.nbcnews.com/nbc-out/out-pop-culture/hbo-documentary-enigma-explores-transgender-identity-legacy-rcna214743?link_source=ta_bluesky_link&taid=685af119bd022a00015b774b&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Entertainment,Entertainment,
NBC News,2025-06-24 14:20:13,"As the Indiana Pacers chased an NBA title Sunday, Tyrese Haliburton was carried off the floor with an Achilles injury — reigniting concerns about the rise in Achilles tears, with two other stars suffering the same injury this postseason.",19,6,['https://nbcnews.to/4kXsTdF'],['https://www.nbcnews.com/health/health-news/achilles-tendon-tears-injuries-nba-playoffs-rcna214562?link_source=ta_bluesky_link&taid=685aec5dbd022a00015b76fc&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Sports,Sports,
NBC News,2025-06-24 14:00:24,"Caroline Dias Goncalves, a 19-year-old college student from Utah, describes her time in immigration detention following a routine traffic stop in Colorado as a 'nightmare.'",63,30,['https://nbcnews.to/3HPkBWy'],['https://www.nbcnews.com/news/latino/dreamer-describes-ice-detention-scared-alone-rcna214740?link_source=ta_bluesky_link&taid=685ae7b5bd022a00015b76bc&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Immigration News,World,
NBC News,2025-06-24 13:40:13,"Health insurers will still be allowed to deny doctor-recommended care, which is arguably the biggest criticism that patients and providers level against insurance companies.",55,26,['https://nbcnews.to/3GfcORf'],['https://www.nbcnews.com/health/health-care/5-takeaways-health-insurers-prior-authorization-rcna214786?link_source=ta_bluesky_link&taid=685ae2fcbd022a00015b7671&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Health Policy,Health,
NBC News,2025-06-24 13:20:18,Aaron Rodgers says he signed a one-year deal with the Pittsburgh Steelers because the 2025 NFL season is likely to be his final one.,19,2,['https://nbcnews.to/3TGcLAY'],['https://www.nbcnews.com/sports/nfl/aaron-rodgers-last-season-rcna214793?link_source=ta_bluesky_link&taid=685ade51bd022a00015b7637&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Sports,Sports,
NBC News,2025-06-24 13:02:09,"Gotham FC’s Mckenna “Mak” Whitham signed with the NWSL just a few weeks before her 14th birthday. 

Mak made her debut in March during stoppage time against the Seattle Reign — a milestone fueled by a wave of teenage players joining the country’s top women’s league since 2022. 
nbcnews.to/4loIVgu",49,9,['https://nbcnews.to/4loIVgu'],['https://www.nbcnews.com/sports/soccer/trophies-board-games-apple-cider-life-nwsls-youngest-player-rcna208641'],Sports,Sports,
NBC News,2025-06-24 13:00:18,McDonald’s faces a national boycott in response to its January announcement that it would dial back some of its DEI programs for employees.,110,31,['https://nbcnews.to/4nhr7oZ'],['https://www.nbcnews.com/news/nbcblk/mc-donalds-boycott-dei-economic-blackout-rcna214733?link_source=ta_bluesky_link&taid=685ad9a0bd022a00015b75da&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Business News,Business & Economy,
NBC News,2025-06-24 12:01:10,"Your A/C's cooling power is measured in BTUs, or British Thermal Units. According to Energy Star, you should also take the room you're cooling into consideration — heavily shaded rooms need 10% less Btus and very sunny rooms need 10% more. Learn more: nbcnews.to/4kWMYkg",7,4,['https://nbcnews.to/4kWMYkg'],['https://www.nbcnews.com/select/shopping/best-ac-units-air-conditioners-rcna209215?link_source=ta_bluesky_link&taid=d3cf5179-6b9f-4933-a986-447cb558f7e0&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Home & Garden,Lifestyle,
NBC News,2025-06-24 12:40:17,"Washington authorities say there is ""no certain"" evidence that the father accused of killing his three young daughters is alive or in the area three weeks after the girls' bodies were discovered.",24,6,['https://nbcnews.to/43X3jiL'],['https://www.nbcnews.com/news/us-news/no-certain-evidence-fugitive-father-accused-killing-three-daughters-al-rcna214747?link_source=ta_bluesky_link&taid=685ad4f1bd022a00015b75b2&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime News,Crime,
NBC News,2025-06-24 12:20:15,"A dangerous heat wave continues to grip almost the entire eastern half of the U.S., with temperatures expected to spike and dozens of new record highs possible across a huge swath of the country.",30,9,['https://nbcnews.to/3Gh88KB'],['https://www.nbcnews.com/weather/heat/extreme-heat-blankets-us-almost-160-million-alerts-texas-maine-rcna214703?link_source=ta_bluesky_link&taid=685ad03ebd022a00015b7565&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Weather,Weather,
NBC News,2025-06-24 12:00:40,"McDonald's and Krispy Kreme say they’re ending their expanded partnership after just a few months, a bitter end to an ambitious plan to sell the donut chain's treats in all of the fast food giant's U.S. locations by the end of next year.",18,1,['https://nbcnews.to/4k2ILKB'],['https://www.nbcnews.com/business/consumer/mcdonalds-krispy-kreme-end-partnership-rcna214702?link_source=ta_bluesky_link&taid=685acba7bd022a00015b7536&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Business,Business & Economy,
NBC News,2025-06-24 11:40:12,"After Karen Read was acquitted last week of second-degree murder, a jury foreman says he thought the former police officer’s girlfriend was always “an innocent woman.”",34,6,['https://nbcnews.to/45DD9Tu'],['https://www.nbcnews.com/news/us-news/jury-foreman-karen-read-retrial-thought-was-innocent-day-1-rcna214701?link_source=ta_bluesky_link&taid=685ac6dcbd022a00015b74e6&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime News,Crime,
NBC News,2025-06-24 11:20:19,"Democrats elect Rep. Robert Garcia of California as their leader on the House Oversight Committee, installing a young, fresh face in one of the party’s key roles to take on President Trump.",137,22,['https://nbcnews.to/467PL5l'],['https://www.nbcnews.com/politics/congress/rep-robert-garcia-elected-top-democrat-house-oversight-committee-rcna214696?link_source=ta_bluesky_link&taid=685ac232bd022a00015b74c0&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Trump Administration
NBC News,2025-06-24 11:01:41,NBC News' @rafsanchez.bsky.social reports on the latest developments in the reported ceasefire between Israel and Iran.,19,7,[],[],International News,World,
NBC News,2025-06-24 10:40:12,"Two outdoor graduation ceremonies in Paterson, New Jersey, held during a dangerous heatwave ended with more than 100 people receiving treatment and some being taken to the hospital, authorities say.",31,7,['https://nbcnews.to/3GanTD8'],['https://www.nbcnews.com/news/us-news/100-people-fall-ill-new-jersey-graduations-mass-casualty-incident-due-rcna214705?link_source=ta_bluesky_link&taid=685ab8cbbd022a00015b743b&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Health,Health,
NBC News,2025-06-24 10:26:30,"President Trump criticizes both Israel and Iran as the ceasefire deal between the warring countries appears on the brink:

""We basically have two countries that have been fighting so long and so hard that they don’t know what the f--- they’re doing.""",27,10,['https://nbcnews.to/44fEi1g'],['https://www.nbcnews.com/politics/white-house/trump-lashes-israel-iran-dont-know-f-re-rcna214712?link_source=ta_bluesky_link&taid=685ab596bd022a00015b7418&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Foreign Policy
NBC News,2025-06-24 10:20:22,LA Clippers star player James Harden has been accused of negligence in a lawsuit that claims a woman was raped by his nephew while she was unconscious after a New Year's Eve party at his Texas house last year.,10,4,['https://nbcnews.to/4k6bA8P'],['https://www.nbcnews.com/news/us-news/nba-star-james-harden-accused-negligence-sexual-assault-lawsuit-nephew-rcna214679?link_source=ta_bluesky_link&taid=685ab425bd022a00015b7411&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Sports News,Sports,
NBC News,2025-06-24 10:01:10,"A truck and its driver were seen hanging over the edge of a collapsed road bridge in Guizhou, China, before the driver was rescued.",30,10,[],[],Breaking News,Breaking News,
NBC News,2025-06-24 09:01:41,"President Trump said that he is “not happy” that Israel fired fresh rockets at Iran, adding that he is also displeased with Iran.",37,12,[],[],International News,World,
NBC News,2025-06-24 08:00:40,"New research shows southern resident killer whales grooming each other using kelp they’ve modified, and researchers think it’s the first time researchers have documented marine mammals making tools.",63,15,['https://nbcnews.to/46btnYS'],['https://www.nbcnews.com/science/science-news/orca-killer-whales-kelp-tools-rcna213895?link_source=ta_bluesky_link&taid=685a9367bd022a00015b72a2&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Science,Science,
NBC News,2025-06-24 07:19:04,You can follow all this with @nbcnews.com colleagues here www.nbcnews.com/world/middle...,5,2,['https://www.nbcnews.com/world/middle-east/live-blog/live-updates-iran-israel-trump-ceasefire-rcna214671'],['https://www.nbcnews.com/world/middle-east/live-blog/live-updates-iran-israel-trump-ceasefire-rcna214671'],World News,World,
NBC News,2025-06-24 07:20:40,"Speaking just after sunrise this morning, Zohran Mamdani gave his closing argument for his candidacy, saying “we are approaching the dawn of a new era, New York City.” www.nbcnews.com/politics/politics-news/live-blog/new-york-city-mayor-election-live-updates-rcna214294/rcrd83479?canonicalCard=true",82,12,['https://www.nbcnews.com/politics/politics-news/live-blog/new-york-city-mayor-election-live-updates-rcna214294/rcrd83479?canonicalCard=true'],['https://www.nbcnews.com/politics/politics-news/live-blog/new-york-city-mayor-election-live-updates-rcna214294/rcrd83479?canonicalCard=true'],Politics,Politics,Elections
NBC News,2025-06-24 07:20:57,"How feminists, religious crusaders and “alpha male” influencers have turned the tide in the decades-old battle over adult content.
www.nbcnews.com/tech/interne...",10,2,['https://www.nbcnews.com/tech/internet/anti-porn-crusaders-winning-pornhub-age-verification-rcna210684'],['https://www.nbcnews.com/tech/internet/anti-porn-crusaders-winning-pornhub-age-verification-rcna210684'],Technology,Technology,
NBC News,2025-06-24 07:00:22,"In a phone interview with NBC News, President Donald Trump said he did not believe Israel and Iran “will ever be shooting at each other again.”",31,7,['https://nbcnews.to/40gAnQo'],['https://www.nbcnews.com/politics/donald-trump/trump-expects-israel-iran-ceasefire-last-forever-rcna214660?link_source=ta_bluesky_link&taid=685a8544bd022a00015b71f8&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],International News,World,
NBC News,2025-06-24 06:52:46,"Breaking overnight: Israel accuses Iran of what it described as a “severe violation” of the ceasefire — a charge Iran denies.

• Earlier, the two countries agreed to the the proposed truce after nearly two weeks of attacks.

• Trump tells NBC News he expects the pause to last “forever.”",21,11,['https://www.nbcnews.com/world/middle-east/live-blog/live-updates-iran-israel-trump-ceasefire-rcna214671'],['https://www.nbcnews.com/world/middle-east/live-blog/live-updates-iran-israel-trump-ceasefire-rcna214671'],International News,World,
