username,created_at,text,likes,reposts,section
The Washington Post,2025-05-22 18:41:34,"Tracking Trump, Day 123:

• What Trump's bill could mean for you
• Supreme Court deadlocked on religious schools
• A new ""MAHA"" health report

Plus more to know for May 22: www.washingtonpost.com/the-seven-tr...

📥 Get the newsletter: www.washingtonpost.com/newsletters/...",16,8,Politics
The Washington Post,2025-05-22 15:19:33,"The sweeping tax bill passed by the House on Thursday morning is the cornerstone of the Republican Party’s economic agenda, with the potential to influence pocketbook issues like tax rates, overtime, child care and health care.

Here are 10 ways it could affect your finances:",44,25,Politics
The Washington Post,2025-05-22 14:34:45,"Breaking news: The Trump administration revoked Harvard’s ability to enroll foreign students, saying it allowed anti-American agitators.

Existing foreign students must transfer or risk losing their legal status, DHS said.",223,136,Politics
The Washington Post,2025-05-22 14:34:35,"A small private plane crashed in a residential neighborhood in San Diego, setting ablaze numerous homes and vehicles and killing at least two passengers that were on the plane.",133,54,Breaking News
The Washington Post,2025-05-22 13:28:26,"Investor unease over President Donald Trump’s economic program drove the government’s borrowing costs to their highest level in nearly two decades, following House approval of tax legislation that is expected to add trillions of dollars to the ballooning U.S. national debt.",100,40,Economy
The Washington Post,2025-05-22 13:26:33,"Yaron Lischinsky was a photographer who wanted to be a diplomat. Sarah Milgrim tried to forge relationships to bring peace.

They were killed Wednesday as a gunman opened fire near the Capital Jewish Museum in D.C. wapo.st/43t3mRI",58,14,Breaking News
The Washington Post,2025-05-22 12:48:19,"The White House blamed exposure to environmental toxins, poor nutrition and increased screen time for a decline in Americans’ life expectancy Thursday.",316,79,Health
The Washington Post,2025-05-22 12:41:03,Scott “Kid Cudi” Mescudi said he and Sean Combs met at the Soho House in Los Angeles after someone blew up the rapper’s car — the first time the men had seen each other since they entered a love triangle with Cassie Ventura. wapo.st/4k4QDM9,26,7,Entertainment
The Washington Post,2025-05-22 12:08:16,"More details are emerging about the young couple who was shot and killed near the Capital Jewish Museum in D.C. late Wednesday.

Follow the latest updates:",40,9,Breaking News
The Washington Post,2025-05-22 11:44:50,The unsuccessful nomination of Ed Martin revealed a shifting relationship between the president and GOP senators — and Trump’s willingness to walk away from a protracted fight.,54,16,Politics
The Washington Post,2025-05-22 11:09:05,"Kid Cudi, real name Scott Mescudi, arrived at the courthouse Thursday morning for Sean “Diddy” Combs’s sex-trafficking and racketeering trial.

The rapper took the stand shortly afterward.

Follow along for live updates here: wapo.st/4jywe1j",29,2,Entertainment News
The Washington Post,2025-05-22 11:00:29,"The House narrowly approved President Trump’s massive tax-and-immigration legislation despite intense internal divisions among Republican lawmakers..

Now, the bill heads to the Senate, which is expected to rework it extensively over the next few weeks.

Here’s what to expect:",24,16,Politics
The Washington Post,2025-05-22 10:26:12,"Breaking news: The Supreme Court deadlocked over the constitutionality of the nation’s first public religious charter school, blocking the creation of the controversial Catholic online academy in Oklahoma.",133,29,Education
The Washington Post,2025-05-22 10:09:46,"Rapper Kid Cudi expected to testify Thursday in Sean Combs’s sex-trafficking case

--Scott “Kid Cudi” Mescudi is rapper who briefly dated Ventura — and whose car exploded after a jealous Combs threatened to blow it up, according to a lawsuit Ventura filed.
www.washingtonpost.com/entertainmen...",18,3,Entertainment News
The Washington Post,2025-05-22 10:18:06,"Breaking news: The Supreme Court upheld the conviction of a government contractor found guilty of defrauding a state transportation program designed to promote diversity. 

The unanimous decision reversed a trend in which the justices have pushed back on how prosecutors pursue white-collar fraud.",387,88,Legal News
The Washington Post,2025-05-22 09:51:17,"Wendy McMahon, who resigned on Monday, made clear that she did not want CBS’s parent company, Paramount, to settle President Trump’s lawsuit. 

Now, many staffers at the network are viewing her departure as further proof that a settlement is imminent.",105,29,Business News
The Washington Post,2025-05-22 09:10:07,"North Korea’s efforts to modernize its navy — and its military pride — have been damaged after its newest warship partially capsized during a launch ceremony on Wednesday, with leader Kim Jong Un calling the “catastrophic failure” a “criminal act.” 
www.washingtonpost.com/world/2025/0...",64,12,World News
The Washington Post,2025-05-22 09:20:33,"The House passed a sweeping budget proposal, dubbed the One Big Beautiful Bill, in a 215-214-1 vote on Thursday morning.

See how your representative voted here:",62,40,Politics
The Washington Post,2025-05-22 08:47:42,"Day 9 of Sean “Diddy” Combs’s sex-trafficking and racketeering trial is expected to bring several government witnesses to the stand. 

Among them is Scott “Kid Cudi” Mescudi.

Follow along for live updates here:",29,9,Entertainment News
The Washington Post,2025-05-22 08:16:49,"Exclusive: The Trump administration is allowing “forced reset triggers,” which ATF declared illegal during the Biden administration because they make semi-automatic weapons fire more rapidly.",129,75,Gun Control
The Washington Post,2025-05-22 07:40:16,"A young Israeli couple was shot dead near the Capital Jewish Museum in Washington late Wednesday by a gunman who chanted “free, free Palestine” after the shooting, according to authorities. 

A suspect was in custody. wapo.st/3YVbNnJ",52,21,Breaking News
The Washington Post,2025-05-22 07:01:13,"Breaking news: House Republicans approved President Trump’s sprawling tax and immigration agenda Thursday morning, sending to the Senate legislation that the GOP hopes will transform the federal government.",66,35,Politics
The Washington Post,2025-05-21 23:58:37,"“We are actively investigating and working to get more information to share,” Homeland Security Secretary Kristi L. Noem said of a shooting that killed two Israeli Embassy staff members late Wednesday. 
wapo.st/43sc8j0",43,10,Breaking News
The Washington Post,2025-05-21 22:03:58,"Ari Katz first met Martha Stewart as a high school senior in 2019 through a shared love of chickens.

Their initial 30-minute meeting stretched to four hours, leading to the formation of an unlikely friendship and a new business.",58,10,Lifestyle
The Washington Post,2025-05-21 21:15:54,"A federal district court judge issued an order Wednesday allowing Mahmoud Khalil, a Columbia graduate student and pro-Palestinian activist, to meet with his wife and lawyers at a detention center, possibly facilitating him to meet his newborn baby. 

Follow more updates here:",145,27,National News
The Washington Post,2025-05-21 18:27:15,"Tracking Trump, Day 122:

• A clash with South Africa's president
• U.S. accepts Qatar's airplane gift
• What the No Tax on Tips Act would do

Plus more to know for May 19: www.washingtonpost.com/the-seven-tr...

📥 Get the newsletter: www.washingtonpost.com/newsletters/...",39,17,Politics
The Washington Post,2025-05-21 17:46:27,"Two people have been charged with helping inmates who broke out of a New Orleans jail, Louisiana State Police said Wednesday, as a days-long manhunt continues for the escapees whom authorities have called “armed and dangerous.”",45,5,Crime
The Washington Post,2025-05-21 14:56:51,"In early February, as many as 75% of Elon Musk's posts on X were about DOGE or U.S. politics.

Recently, the figure has been more like 10%. Instead, he's posting WAY more about his companies.

My latest w/ @sarahellison.bsky.social: www.washingtonpost.com/politics/202...",189,48,Politics
The Washington Post,2025-05-21 16:54:47,"Elon Musk used to be a political force on X. Now he’s back to business. 

The shift mirrors Musk’s effort to revive his companies, which suffered reputational damage and, in Tesla’s case, steep declines in stock price.
wapo.st/3FnIq6P",82,17,Business
The Washington Post,2025-05-21 16:18:56,"A judge slammed federal prosecutors for dropping charges against Newark's Democratic mayor, calling the move “embarrassing” and saying it suggested “a failure to adequately investigate” after he was charged following a visit to an ICE facility.",742,160,Politics
The Washington Post,2025-05-21 15:50:49,"Column by Barry Svrluga: The NFL's response to the Eagles' tush push should have been, “We have to find a better way to stop this.” Instead, their response was: ""Let’s try to change the rules.""",53,7,Sports
The Washington Post,2025-05-21 15:19:36,Climate change is devastating the delicate reef habitats of clownfish. Researchers found they're adopting a strange behavior to survive. wapo.st/4jaVFWf,83,22,Environment
The Washington Post,2025-05-21 14:43:02,Federal air safety regulators are restricting flights at Newark Liberty International Airport until the end of the year as officials scramble to train more air traffic controllers.,650,251,Transportation
The Washington Post,2025-05-21 14:16:05,"In an extraordinary exchange, President Donald Trump amplified false claims that White Afrikaners have been victims of a genocide in a meeting with South Africa President Cyril Ramaphosa in the Oval Office. wapo.st/44I1tmG",87,37,Politics
The Washington Post,2025-05-21 13:56:27,"Breaking news: The Pentagon has taken possession of a Qatari luxury jet sought by President Trump for use as Air Force One despite national security experts saying it raises significant cost and security concerns, and members of Congress questioning whether the deal is ethical.",235,106,Politics
The Washington Post,2025-05-21 12:58:50,"Column by Lili Loofbourow: Norm from “Cheers” may have looked simple, but George Wendt, who died Tuesday at 76, understood from the start that the character was a paradox.",63,4,Obituaries
The Washington Post,2025-05-21 12:31:50,"Pope Leo XIV is being floated by world leaders — including President Trump — as a mediator between Ukraine and Russia.

Playing a role in ending the war could help define his early papacy.",74,13,World News
The Washington Post,2025-05-21 12:22:17,"I'm a health reporter at The Washington Post looking to talk to people who do not qualify under these narrowed criteria about why coronavirus vaccination matters to you 

If you're comfortable sharing your experiences for an article, please email me at fenit.nirappil@washpost.com",84,66,Health
The Washington Post,2025-05-21 12:07:29,The Philadelphia Eagles’ trademark tush push play remains legal and will stay in the sport after NFL owners did not approve a proposal Wednesday that would have banned it.,39,7,Sports
The Washington Post,2025-05-21 11:36:18,"Jacob Thomas and his wife Jennifer, who are farmers in Kansas, took a 10 percent hit when the Trump administration abruptly cut a $1 billion program that supplied local produce and meat to schools and food banks.",138,52,Agriculture
The Washington Post,2025-05-21 10:59:54,"The nor’easter, a disruptive type of coastal storm, is more typically seen during winter and rarely happens in May. 

It will bring heavy rain and wind to millions through Friday.",52,14,Weather
The Washington Post,2025-05-21 10:10:20,"Breaking news: The Justice Department says it plans to drop police-accountability agreements with Minneapolis and Louisville, abandoning the Biden administration’s attempt to reshape law enforcement in cities where high-profile killings by officers ignited widespread outrage.",132,77,Politics
The Washington Post,2025-05-21 10:03:00,"Target is battling a fast-changing trade policy. But it’s also become a focus for angst over corporate rollbacks of diversity efforts.

The retail chain’s net sales slumped 2.8 percent to $23.8 billion in the first quarter, with foot traffic and sales declining, the company said.",229,55,Business
The Washington Post,2025-05-21 09:31:47,"More government witnesses are expected to go on the stand this week in Sean “Diddy” Combs’s sex-trafficking and racketeering trial. 

Among them is Scott “Kid Cudi” Mescudi, a rapper who briefly dated Casandra “Cassie” Ventura while she was involved with Combs.

Follow for live updates here:",22,3,Entertainment News
The Washington Post,2025-05-21 09:00:18,"Denzel Washington made a quick trip to the Cannes Film Festival for the premiere of director Spike Lee’s “Highest 2 Lowest.” 

A surprise was waiting for the actor.",53,14,Entertainment
The Washington Post,2025-05-21 08:18:44,"The Senate unexpectedly passed the No Tax on Tips Act in a unanimous vote, giving weight to the prospect of eliminating federal income tax for cash tips, which picked up political traction during Donald Trump’s presidential campaign.

Here’s what’s in the bill and what it could mean for you.",35,15,Legislation
The Washington Post,2025-05-21 07:45:57,"Now that Elon Musk has pulled back from his full-time government role, he posts about space travel, electric vehicles and artificial intelligence. 

The billionaire rarely mentions Trump.

The shift mirrors Musk’s effort to revive the companies he controls, which suffered reputational damage.",125,32,Business/Technology News
The Washington Post,2025-05-21 07:18:12,"House Republicans on Wednesday are set to try to push President Trump’s massive tax and immigration package across the finish line, hoping to conquer internal divisions and tee up a vote that would send Trump’s sprawling agenda to the Senate.",34,15,Politics
The Washington Post,2025-05-20 20:52:36,"If Earth stays at its current levels of warming — below policymakers’ goal of 1.5 degrees Celsius — polar ice sheets may melt, causing seas to rise and displacing millions in coastal communities, a new study finds.",509,215,Environment
The Washington Post,2025-05-20 19:27:45,"Column by Robin Givhan: In the face of Biden’s cancer diagnosis, does the country have the capacity for empathy despite the political rancor, distrust, alternative facts and lies?",129,23,Opinion
The Washington Post,2025-05-20 17:04:38,"For the first time in more than 60 years, two Washington Wizards were named to the NBA’s all-rookie teams",22,7,Sports
The Washington Post,2025-05-20 18:12:17,A new pod where I try to explain the Trump meme coin dinner to normal people blessed with not knowing what meme coins even are www.washingtonpost.com/podcasts/pos...,281,57,Business
The Washington Post,2025-05-20 18:01:03,"The Federal Bureau of Prisons has failed to screen thousands of older inmates in its custody for colorectal cancer, raising the risk that inmates with the disease might miss potentially lifesaving diagnoses, a watchdog said in a report released Tuesday.",103,41,Health
The Washington Post,2025-05-20 17:47:52,"After three years of intensive negotiations, the World Health Organization on Tuesday adopted the world’s first agreement on how to cooperate and respond to future pandemics — without the support of the United States.",2214,756,Health
The Washington Post,2025-05-20 16:32:21,"Googling things is about to get more complicated thanks to AI.

Should you use Google's new AI Mode? Read more in our guide: wapo.st/43qkl7x",28,7,Technology
The Washington Post,2025-05-20 15:58:45,"Rough work week ahead? Try ""sleep banking,"" or snoozing extra leading up to a big event. Small studies show it can actually help. wapo.st/4jYxMm5",44,6,Health
The Washington Post,2025-05-20 14:52:55,NFL players could participate in flag football in the 2028 Olympics in Los Angeles if team owners ratify a resolution this week. wapo.st/3SKOIjW,33,3,Sports
The Washington Post,2025-05-20 14:20:45,"Exclusive: The Trump administration devised plans to spend up to $250 million earmarked for foreign assistance to fund instead the removal and return of people from active conflict zones, according to draft internal documents reviewed by The Post.",209,108,Politics
The Washington Post,2025-05-20 13:41:40,A pattern of record-breaking warmth near Iceland is contributing to stormy weather and unusually cool temperatures in the United States this week.,81,25,Weather
The Washington Post,2025-05-20 12:42:03,"President Trump visited Capitol Hill to try to convince moderate and GOP hardliners to vote for a massive tax and immigration bill, which is central to his second-term plans and faces continued resistance.",66,24,Politics
The Washington Post,2025-05-20 11:52:36,A jail employee was arrested in connection with the escape of 10 inmates from a New Orleans jail. He allegedly turned off the water in a cell where the inmates escaped from — after inmates asked him to do so.,70,14,Crime
The Washington Post,2025-05-20 11:24:18,"The FDA has unveiled plans to narrow its approval for updated coronavirus vaccines to older adults and people with at least one health condition that puts them at high risk for severe disease, marking a significant shift in the agency’s approach to green-lighting the shots.",413,217,Health
The Washington Post,2025-05-20 10:57:42,"Tesla CEO Elon Musk said that he plans to do “a lot less” political spending going forward, after he spent massively to elect Donald Trump in the latest presidential election.

“I think I’ve done enough,” Musk, the richest man in the world, said during an interview at the Qatar Economic Forum.",87,18,Politics
The Washington Post,2025-05-20 10:30:19,"Venezuelans have long considered the Miami suburb of Doral their refuge. 

President Trump’s immigration crackdown is calling that into question.",35,13,Immigration
The Washington Post,2025-05-20 09:40:51,"I wrote about how media companies are responding to pressure to cancel diversity programs, settle lawsuits with Trump and perhaps carry conservative content in hopes of getting their mergers approved by Brendan Carr's FCC. 

Today's Tech Brief: www.washingtonpost.com/politics/202...",63,15,Politics
The Washington Post,2025-05-20 09:59:19,"I’m camped out outside Trump’s meeting with House Republicans about their massive tax and immigration package. 

Here’s what’s in the (now officially named) “One Big Beautiful Bill.”

www.washingtonpost.com/business/202...",78,35,Politics
The Washington Post,2025-05-20 09:57:07,"The second week of Sean “Diddy” Combs’s sex-trafficking and racketeering trial continues Tuesday, with more government witnesses expected to take the stand.

Follow for live updates here:",25,9,Crime
The Washington Post,2025-05-20 09:25:56,"In four months, President Trump and a chainsaw-wielding Elon Musk have hacked off chunks of government in the name of efficiency, with tactics rarely seen in public or private industry.

Many federal workers said they believe cruelty is part of the plan.",281,114,Politics
The Washington Post,2025-05-20 08:51:01,"Former Atlanta mayor Keisha Lance Bottoms is entering the Georgia governor’s race, casting herself as a fighter who would challenge President Trump and uplift the working people she said are suffering from his economic policies.",238,45,Politics
The Washington Post,2025-05-20 08:16:42,"An IT worker for the nat'l parks drove to a bridge & called a friend to talk him down.

A Medicaid researcher killed herself after repeating ""I’m not enough"" to her family.

A Social Security worker, whose data was under siege by DOGE, died at her cubicle. www.washingtonpost.com/investigatio...",1497,826,Health
The Washington Post,2025-05-20 08:22:55,"Secretary of State Marco Rubio is expected to testify on Capitol Hill this week, offering frustrated Democrats their first chance to grill the former Republican senator on the Trump administration’s dramatic cuts to foreign aid and its broader reorientation of U.S. foreign policy.",101,14,Politics
The Washington Post,2025-05-20 07:51:34,"The Department of Health and Human Services is terminating $60 million in federal grants to Harvard University, the latest escalation in the Trump administration’s efforts to force change at some of the nation’s most prominent universities.",94,51,Education
The Washington Post,2025-05-20 07:23:58,"They call themselves the “Five Families.”

This week will test whether they can agree to send President Donald Trump’s One Big Beautiful Bill to the Senate.",43,14,Politics
The Washington Post,2025-05-19 21:16:17,"Rep. LaMonica McIver (D-N.J.) will be charged with assaulting, resisting, and impeding law enforcement officers during a confrontation outside an immigration detention center in Newark, New Jersey, last week.",367,125,Politics
The Washington Post,2025-05-19 18:42:36,"The bombing outside an American Reproductive Centers clinic in Palm Springs, California, shows how difficult the diffuse movement is to combat, say experts.",69,23,National News
The Washington Post,2025-05-19 18:18:54,Adriana Smith was around nine weeks pregnant when she was declared brain-dead in February. But doctors say maintaining life support was the only legal option due to Georgia's strict abortion ban.,325,142,Health
The Washington Post,2025-05-19 17:53:41,"Tracking Trump, Day 120:

• What's next for Trump's budget bill?
• Trump and Putin's 2-hour phone call
• U.S. to pay $5 million to a Jan. 6 rioter's family

Plus more to know for May 19: www.washingtonpost.com/the-seven-tr...

📥 Get the newsletter: www.washingtonpost.com/newsletters/...",19,5,Politics
The Washington Post,2025-05-19 17:32:05,"Jennifer Lawrence's wildly uninhibited portrayal of postpartum depression has rocketed Lynne Ramsay’s film “Die, My Love” into the awards conversation.",110,12,Film Reviews
The Washington Post,2025-05-19 14:41:13,"Breaking news: The Navy’s former second-highest-ranking officer was convicted of bribery and other counts Monday, becoming the senior-most member of the U.S. military ever convicted of committing a federal crime while on active duty.",326,112,Military News
The Washington Post,2025-05-19 14:20:22,"The White House pushed for Republicans to support President Trump’s tax and immigration package, which narrowly passed the House Budget Committee late Sunday.

White House press secretary Karoline Leavitt suggested that Republicans who oppose the bill would be siding with Democrats. wapo.st/4jeydYr",43,18,Politics
The Washington Post,2025-05-19 13:58:13,"Breaking news: A federal judge ruled the Trump administration exceeded its authority when it dismantled the U.S. Institute of Peace, an independent nonprofit created by Congress.",573,118,Politics
The Washington Post,2025-05-19 13:41:13,"Breaking news: President Donald Trump’s administration will pay nearly $5 million to the family of Ashli Babbitt to settle a lawsuit brought by the estate of the Trump supporter who was fatally shot by police when she tried to storm the House Speaker’s lobby during the Jan. 6, 2021 attack.",79,45,Politics
The Washington Post,2025-05-19 12:45:25,"Breaking news: The Supreme Court will allow the Trump administration to cancel temporary protections that have allowed nearly 350,000 Venezuelans to remain in the United States for humanitarian reasons.",107,66,Politics
The Washington Post,2025-05-19 12:35:13,"Column by Trisha Pasricha, MD: Why are so many young people getting colorectal cancer? New evidence suggests the reason may trace back to early childhood.",46,16,Health
The Washington Post,2025-05-19 11:53:54,"Regeneron Pharmaceuticals is acquiring 23andMe’s DNA testing business and most of its assets out of bankruptcy, a deal that would put the DNA data of millions of customers in the hands of a pharmaceutical company, which hopes to mine genetic data for insights in crafting medicines.",104,62,Business News
The Washington Post,2025-05-19 00:52:58,"INGENIOUS President Trump has hit on a new tactic for gutting federal rules and policies that he dislikes @maxinejoselow.bsky.social @hannahnatanson.bsky.social and Ian Duncan report

www.washingtonpost.com/nation/2025/...",83,36,Politics
The Washington Post,2025-05-18 19:32:56,"WORLD’S COOLEST DICTATOR™ believed to be preparing arrest warrants for respected investigative journalists

www.washingtonpost.com/world/2025/0...",355,150,World News
The Washington Post,2025-05-19 11:25:01,"Exclusive: Police are increasingly using facial recognition software across the country. An investigation by The Post has found that New Orleans police took this technology a step further, potentially violating municipal guardrails.",142,71,Crime
The Washington Post,2025-05-19 11:05:17,"“Sesame Street” has found itself a new home. 

Netflix announced that the decades-old public educational television program will premiere its 56th season on the global streaming giant, along with 90 hours of previous episodes.",18229,3158,Entertainment
The Washington Post,2025-05-16 11:47:48,The FBI says criminals stole a record $16.6 billion in scams and cybercrime in 2024. This new non-profit is tackling the scam crisis. www.washingtonpost.com/business/202...,43,15,Business
The Washington Post,2025-05-19 10:37:06,"Rep. Don Bacon, a retired Air Force general who once commanded the nearby Offutt Air Force Base, last month became the first — and to date only — GOP lawmaker to gamble with his political future by demanding the ouster of Defense Secretary Pete Hegseth.",654,146,Politics
The Washington Post,2025-05-19 10:09:19,"“American Idol” has had upsets before, but Sunday’s finale reminded everyone that a smart song strategy and being vulnerable with the audience pays off.",23,2,Entertainment
The Washington Post,2025-05-19 09:37:01,"Former president Joe Biden thanked Americans for their “love and support,” a day after it was disclosed he has been diagnosed with an aggressive form of prostate cancer.

“Cancer touches us all,” Biden wrote on X.",324,42,Health News
The Washington Post,2025-05-19 08:57:03,"The second week of Sean “Diddy” Combs’s trial is expected to bring forth more government witnesses, including the return of Danity Kane singer Dawn Richard to the stand. 

Follow along for live updates here:",28,4,Entertainment News
The Washington Post,2025-05-19 08:25:56,"A Mexican naval academy cadet and a sailor died when the “goodwill vessel” they were aboard hit the Brooklyn Bridge on Saturday, Mexico’s president said, as U.S. transportation investigators began to investigate the crash that injured 19 others and left the ship’s masts tangled with the bridge.",69,7,Breaking News
The Washington Post,2025-05-19 07:54:50,Vice President JD Vance and Secretary of State Marco Rubio held their first formal meeting with Pope Leo XIV as the Trump administration seeks to reset relations with the Vatican by working together on resolving the war in Ukraine and de-emphasizing fundamental disagreements over migrant policy.,70,16,Politics
The Washington Post,2025-05-19 07:26:32,A tentative agreement has been reached to end a New Jersey rail strike by raising the wages of locomotive engineers and trainees whose picketing halted the country’s third-largest transit system and threatened to snarl New York City work commutes this week.,1222,211,Transportation
The Washington Post,2025-05-19 06:54:03,"The House Budget Committee passed a massive tax and immigration package central to President Trump’s agenda late Sunday, overcoming opposition from hard-line conservatives over spending.",49,25,Politics
The Washington Post,2025-05-18 16:28:52,"Breaking news: Former president Joe Biden has been diagnosed with prostate cancer, a spokesman announced Sunday.

While the diagnosis “represents a more aggressive form of the disease, the cancer appears to be hormone-sensitive which allows for effective management,"" the spokesman said.",288,60,Health
The Washington Post,2025-05-18 14:50:59,"At least 27 people were killed, including 11-year old twins, and more than 50 injured in the Indian-administered territory of Jammu and Kashmir over four days of fighting between India and Pakistan.",63,23,World News
The Washington Post,2025-05-18 14:22:38,"Ari Aster’s political horror story “Eddington” is a love-hate affair that’s certainly got people talking, while “Sirât,” “The Plague” and others have garnered less qualified praise.",43,5,Entertainment
The Washington Post,2025-05-18 13:56:18,Vice President JD Vance met Sunday in Rome with Ukrainian President Volodymyr Zelensky as the Trump administration continues to push for a ceasefire in the war in Ukraine.,66,9,Politics
The Washington Post,2025-05-18 13:39:06,U.S. funding halted Africa’s HIV crisis in the small African country of Eswatini. But the Trump administration’s abrupt withdrawal of U.S. foreign aid has exposed a devastating downside of American hand-holding.,76,23,Health
The Washington Post,2025-05-18 13:21:24,Romanians at home and abroad will choose a new president on Sunday. It might be Romania’s most consequential election since the fall of communism.,84,20,Politics
The Washington Post,2025-05-18 12:44:23,"Israeli forces have started “extensive” ground operations in northern and southern Gaza, the military said Sunday, as airstrikes across the territory killed nearly 100 people and flagging ceasefire negotiations between Israel and Hamas were underway in Qatar.",59,38,World News
The Washington Post,2025-05-18 10:53:20,"HOW A TODDLER SURVIVED A 15-STORY FALL “The first thing to realize is that it’s not the fall, it’s the landing”

Also, an MIT physicist alleges a mouse will survive a fall from an airplane onto dirt

Fascinating work from Dan Morse

www.washingtonpost.com/dc-md-va/202...",56,18,Science
The Washington Post,2025-05-18 11:15:49,"The Trump administration has struck a deal to allow sales of a trigger mechanism that allows a semiautomatic firearm to fire more rapidly, one of several actions recently taken by Attorney General Pam Bondi to quickly dismantle Biden-era gun regulations.",168,130,Gun Control
The Washington Post,2025-05-18 10:46:10,"The Catholic Church inaugurated its 267th pope on Sunday, who sought to position himself as a humble unifier in an age of arrogance, hatred and division.",1467,201,Religion
The Washington Post,2025-05-18 10:16:49,"Walmart CEO Doug McMillon said earlier this week that some prices could rise because of the tariffs imposed by President Trump.

Trump responded on Saturday, urging the world’s biggest retailer to simply absorb the consequences of his trade war.",130,41,Business
The Washington Post,2025-05-18 09:59:45,Journalism ran down front-runner Gosger at the Preakness Stakes on Saturday for an improbable half-length victory that had every single one of his human connections in tears.,134,14,Sports
The Washington Post,2025-05-18 09:43:34,"A large explosion that collapsed a fertility clinic in Palm Springs, California, on Saturday killed at least one person and injured four in what the FBI is calling an intentional act of terrorism.",144,45,Breaking News
The Washington Post,2025-05-18 08:57:59,"A Mexican naval sailing ship crashed into the Brooklyn Bridge on Saturday evening, snapping two of its masts and killing two crew members, officials said.

Nineteen others were injured, and two remained in critical condition, Mayor Eric Adams said shortly after midnight Sunday.",345,71,Breaking News
The Washington Post,2025-05-18 08:34:07,"Exclusive: Federal prosecutors across the country may soon be able to indict members of Congress without approval from lawyers in the Justice Department.

If adopted, the changes would remove a layer of review intended to ensure that cases against public officials are not politically motivated.",278,183,Politics
The Washington Post,2025-05-17 19:40:24,"An explosion outside a fertility clinic in Palm Springs, California on Saturday killed at least one person in what appears to be an intentional act of violence, Police Chief Andrew Mills said.",1586,525,Breaking News
The Washington Post,2025-05-17 11:59:07,"President Trump said Saturday that he plans to speak with Russian President Vladimir Putin, Ukrainian President Volodymyr Zelensky and NATO leaders on Monday to try to arrange a ceasefire in the war in Ukraine.",59,16,International News
The Washington Post,2025-05-17 10:05:42,"Across the federal government, DOGE’s push for early retirement and voluntary separation is fueling an exodus of experienced, knowledgeable staffers unlike anything in living memory, according to longtime staffers.",580,239,Government
The Washington Post,2025-05-17 09:33:51,A federal appeals court on Friday lifted a block on an executive order from President Trump that seeks to strip union rights from federal workers at dozens of agencies and offices.,108,61,Politics
The Washington Post,2025-05-16 22:00:34,"Some of the tech industry’s biggest corporations are cracking down on employees who criticize their policies, stifling worker activism that was once ubiquitous in Silicon Valley.

The companies are rejecting worker petitions, firing employees, and removing critical posts on internal message boards.",191,83,Business
The Washington Post,2025-05-16 21:30:17,"An audio recording of a prosecutor’s interview with then-President Joe Biden in 2023 shows Biden speaking slowly, often with long pauses, as he seeks to mentally assemble a sequence of events including his son Beau’s death, his own departure from the vice presidency and the launch of his book.",45,3,Politics
The Washington Post,2025-05-16 20:59:54,"During President Trump’s tour through the Middle East, the White House released daily lists of the dozens of deals it said he had secured during his visits.

However, at least half a dozen of the contracts were announced before Trump even took office in January, according to a Post review.",328,150,Politics
The Washington Post,2025-05-16 20:38:48,The top 25 WNBA players for the 2025 season,18,5,Sports
The Washington Post,2025-05-16 20:22:40,"Many of the major changes Elon Musk’s U.S. DOGE Service pushed at Social Security have been abandoned or are being reversed after proving ineffective, while others are yielding unintended consequences and badly damaging customer service and satisfaction.",1898,753,Business
The Washington Post,2025-05-16 19:49:41,"A federal judge in D.C. gave the Trump administration a week to identify efforts to return Kilmar Abrego García and 137 Venezuelans from El Salvador, while a Maryland federal judge in the Abrego García case expressed increasing frustration with the Justice Department.",525,175,Immigration News
The Washington Post,2025-05-16 19:21:26,"Casandra “Cassie” Ventura wrapped up her fourth and final day of testimony in Sean “Diddy” Combs’s federal sex trafficking trial, as the defense concluded cross-examination of the government’s star witness and prosecutors introduced two more.",61,3,Entertainment News
The Washington Post,2025-05-16 18:50:31,"Review by Emily Heil | The new chicken strips from McDonald’s don’t stack up favorably against options from Chick-fil-A, Popeyes and others.

Check out our full ranking here: wapo.st/4jYEVmf",57,8,Food
The Washington Post,2025-05-16 18:06:09,"Moody’s Ratings downgraded the United States’ credit rating, as the country’s debt soars and interest rates remain high.

The downgrade, from the highest rating to one notch below, comes as the president’s budget bill suffered a blow in Congress.",2879,825,Economy
The Washington Post,2025-05-16 17:35:15,"Maryland Gov. Wes Moore vetoed a reparations bill that would have required the state to define the economic harms to Black descendants of enslaved people and recommend remedies, dealing a blow to reparations supporters who counted on the only Black governor of a U.S. state to be an ally.",121,40,Politics
The Washington Post,2025-05-16 17:10:30,"The FDA green-lit a blood test to detect plaques in the brain associated with Alzheimer’s disease, providing a less risky and more accessible tool to help diagnose the neurodegenerative condition.",238,60,Health
The Washington Post,2025-05-16 16:32:58,Breaking news: A divided Supreme Court continued to block the Trump administration’s use of a rarely invoked wartime power to deport migrants in Northern Texas and said administration officials had not given those targeted for removal last month sufficient time to challenge their deportations.,199,56,Politics
The Washington Post,2025-05-16 16:00:30,"As the first week after jury selection wraps up in the Sean “Diddy” Combs trial, The Post’s Anne Branigin takes a look at the testimony of Cassie Ventura, an ex-girlfriend of Combs.

These are the top three takeaways: wapo.st/3Fj39bN",50,8,Entertainment
