username,created_at,text,likes,reposts,urls,expanded_urls,section,merged_section
The Washington Post,2025-06-23 14:23:53,"Ukrainian intelligence officials have revealed new details on Operation Spiderweb, the plan to attack Russia’s air bases on June 1 that crippled several long-range bombers and rewrote the rules for drone warfare.",86,21,['https://www.washingtonpost.com/world/2025/06/23/ukraine-spiderweb-drones-russia-airfields/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/23/ukraine-spiderweb-drones-russia-airfields/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Military News,Defense & Security
The Washington Post,2025-06-23 14:14:05,"The parent company of President Donald Trump's social media platform Truth Social will buy back $400 million of its shares, a strategy typically used to boost a company’s stock value.",62,32,['https://www.washingtonpost.com/business/2025/06/23/trump-truth-social-stock-buyback/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/business/2025/06/23/trump-truth-social-stock-buyback/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Business,Business & Economy
The Washington Post,2025-06-23 13:40:30,Exclusive: An audio recording of a June 13 phone call obtained by The Post offers a window into the stealth campaign by Israeli intelligence to threaten and divide Iranian military and government officials.,239,67,['https://www.washingtonpost.com/national-security/2025/06/23/exclusive-israel-intelligence-iran-call-audio/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/national-security/2025/06/23/exclusive-israel-intelligence-iran-call-audio/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],International News,World
The Washington Post,2025-06-23 12:58:13,Breaking news: Explosions were reported near a U.S. military base in Qatar Monday after Iran vowed to retaliate for Trump’s assault on nuclear sites.,97,47,['https://wapo.st/4lEG5UL'],['https://wapo.st/4lEG5UL'],World News,World
The Washington Post,2025-06-23 11:11:12,"Call centers in India are using AI to “neutralize” local accents for American customers @karishma_m reports from Gurgaon. Critics say it’s digital whitewashing

www.washingtonpost.com/world/2025/0...",41,17,['https://www.washingtonpost.com/world/2025/06/21/india-ai-bpo-call-centers/'],['https://www.washingtonpost.com/world/2025/06/21/india-ai-bpo-call-centers/'],World News,World
The Washington Post,2025-06-23 12:38:15,"Analysis: Ever since Iran’s uranium-enrichment program was revealed in 2002, U.S. presidents have said they're determined to prevent Iran from building a nuclear weapon.

But if Iran has followed a playbook of nuclear deception, it was written by Israel.",111,38,['https://www.washingtonpost.com/politics/2025/06/23/israel-nuclear-weapons-iran-united-states/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/23/israel-nuclear-weapons-iran-united-states/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],International Relations,World
The Washington Post,2025-06-23 11:07:59,"The Israeli military launched airstrikes on Iranian cities Monday morning, from Tehran to Kermanshah in the west, that it said targeted military infrastructure.

Follow more live updates here:",32,11,['https://www.washingtonpost.com/world/2025/06/23/israel-iran-live-updates-us-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/23/israel-iran-live-updates-us-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],World News,World
The Washington Post,2025-06-23 10:02:17,"A heat wave will intensify along the East Coast this week as tropical humidity levels and 100-degree temperatures reach big cities from Boston to Washington. 

See how much you’ll be affected: wapo.st/43XHy2g",1208,334,['https://wapo.st/43XHy2g'],['https://wapo.st/43XHy2g'],Weather,Weather
The Washington Post,2025-06-23 08:44:10,Texas Gov. Greg Abbott signed sweeping legislation Sunday to slap warning labels on potentially tens of thousands of food and beverage packages — a move that could have ripple effects across the country.,260,72,['https://www.washingtonpost.com/health/2025/06/23/texas-maha-warning-labels/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/health/2025/06/23/texas-maha-warning-labels/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Health,Health
The Washington Post,2025-06-23 07:51:18,"As U.S. states have legalized cannabis, there has been a significant increase in the number of older adults using it for everything from pain to insomnia. 

Here’s what doctors say on when it might help and when it won’t.",408,87,['https://www.washingtonpost.com/wellness/2025/06/23/cannabis-health-insomnia-pain-paranoia/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/wellness/2025/06/23/cannabis-health-insomnia-pain-paranoia/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Health,Health
The Washington Post,2025-06-22 20:53:23,"Game 7 of the NBA Finals took a somber turn in the first quarter when Pacers star Tyrese Haliburton had to be helped to the locker room with a right lower-leg injury.

In the second quarter, the Pacers announced Haliburton would not return to the game.",39,4,['https://www.washingtonpost.com/sports/2025/06/22/tyrese-haliburton-injury-nba-finals/'],['https://www.washingtonpost.com/sports/2025/06/22/tyrese-haliburton-injury-nba-finals/'],Sports News,Sports
The Washington Post,2025-06-22 16:40:28,Images of at least six apparent bomb entry points at Iran’s key Fordow uranium enrichment facility are the first look at damage to one of its main nuclear facilities after American bombers struck that site and two others.,328,78,['https://www.washingtonpost.com/investigations/2025/06/22/iran-strikes-nuclear-site-damage-visuals/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/investigations/2025/06/22/iran-strikes-nuclear-site-damage-visuals/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],World News,World
The Washington Post,2025-06-22 16:06:03,"The United Nations Security Council began an emergency meeting Sunday afternoon, called by Iran to address the U.S. strikes on its nuclear program.

Follow more live updates here: wapo.st/4054avB",252,84,['https://wapo.st/4054avB'],['https://wapo.st/4054avB'],International News,World
The Washington Post,2025-06-22 15:22:52,"U.S. embassies across the Middle East issued updated alerts to U.S. government personnel and American citizens on Sunday, urging them to maintain low profiles, increase caution and in some cases leave the country.",86,34,['https://www.washingtonpost.com/world/2025/06/22/israel-iran-live-updates-us-trump/#link-UVZH6YVZ2RB5BHFLDGA3AO5SJA?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/world/2025/06/22/israel-iran-live-updates-us-trump/#link-UVZH6YVZ2RB5BHFLDGA3AO5SJA?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],International News,World
The Washington Post,2025-06-22 14:43:26,"Analysis by Dan Balz: President Trump has taken the U.S. to a place no previous president was prepared to go, hoping to destroy Iran’s nuclear capabilities without being drawn into a lasting conflict.

History shows the difficulty of achieving that goal.",129,28,['https://www.washingtonpost.com/politics/2025/06/22/trump-iran-deportations-tariffs-spending-taxes/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/politics/2025/06/22/trump-iran-deportations-tariffs-spending-taxes/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Politics,Politics
The Washington Post,2025-06-22 13:34:32,"The Phoenix Suns have agreed to trade Kevin Durant to the Houston Rockets in exchange for Jalen Green, Dillon Brooks, a 2025 first-round pick and five second-round picks.",42,5,['https://www.washingtonpost.com/sports/2025/06/22/kevin-durant-trade-suns-rockets/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/sports/2025/06/22/kevin-durant-trade-suns-rockets/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Sports,Sports
The Washington Post,2025-06-22 13:13:59,"Defense Secretary Pete Hegseth said the U.S. strikes on Iran were not about “regime change” but rather about addressing threats posed by Iran’s nuclear program. 

Follow live updates here: wapo.st/43VteYf",54,10,['https://wapo.st/43VteYf'],['https://wapo.st/43VteYf'],World News,World
The Washington Post,2025-06-22 12:00:18,"President Donald Trump said the U.S. carried out a “very successful attack” on three nuclear sites in Iran on Saturday, escalating the most intense face-off in the history of the Israel-Iran conflict.

Here’s what to know. 
wapo.st/43VteYf",46,13,['https://wapo.st/43VteYf'],['https://wapo.st/43VteYf'],World News,World
The Washington Post,2025-06-22 11:47:58,"Iran vowed swift retaliation following the U.S. military’s strikes on the Iranian nuclear program.

Here are some of the U.S. bases and troop deployments in the region that could come under attack:",107,29,['https://www.washingtonpost.com/world/2025/06/19/middle-east-us-bases-iran-strikes-trump/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/world/2025/06/19/middle-east-us-bases-iran-strikes-trump/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Military News,Defense & Security
The Washington Post,2025-06-22 11:12:20,"Saturday's sweeping U.S. attack on Iran’s nuclear facilities has left many Iranians deeply worried about a widening conflict, as Tehran said it reserves “all options” to respond and accused the U.S. of scuttling diplomatic efforts.",214,54,['https://www.washingtonpost.com/world/2025/06/22/iran-us-strike-response/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/world/2025/06/22/iran-us-strike-response/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],World News,World
The Washington Post,2025-06-22 10:42:56,"Lawmakers in Congress were largely divided along party lines in terms of backing President Trump’s decision to strike Iran, though some notable members of the MAGA base have been opposed.",117,32,['https://www.washingtonpost.com/politics/2025/06/22/us-iran-strikes-congress/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/politics/2025/06/22/us-iran-strikes-congress/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Politics,Politics
The Washington Post,2025-06-22 09:52:06,"If Iran is sufficiently weakened from U.S. strikes, President Trump will have delivered a blow against a longtime adversary. But if Iran does not agree to peace, Trump opened the door to a much deeper and potentially longer conflict.",103,31,['https://www.washingtonpost.com/politics/2025/06/22/trump-iran-bomb-consequences/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/politics/2025/06/22/trump-iran-bomb-consequences/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],International Relations,World
The Washington Post,2025-06-22 08:43:40,The Thunder will host the Pacers on Sunday night in the first NBA Finals Game 7 since LeBron James's Cavaliers pulled off their unforgettable upset of the Golden State Warriors in 2016 (via @bengolliver.bsky.social):,18,4,['https://www.washingtonpost.com/sports/2025/06/22/thunder-pacers-game-7-nba-finals/'],['https://www.washingtonpost.com/sports/2025/06/22/thunder-pacers-game-7-nba-finals/'],Sports,Sports
The Washington Post,2025-06-22 09:07:06,"Breaking news: Iranian nuclear sites sustained ""severe damage"" in U.S. strike, Pentagon says, asserting that the mission was not about regime change.

Follow the latest updates:",58,13,['https://www.washingtonpost.com/world/2025/06/22/israel-iran-live-updates-us-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/22/israel-iran-live-updates-us-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],World News,World
The Washington Post,2025-06-21 22:17:38,"In remarks from the White House, President Trump said there will “be either peace or there will be tragedy for Iran” if an agreement is not reached.

“There’s no military in the world that could have done what we did tonight. Not even close,” he said. wapo.st/4eamPeW",67,19,['https://wapo.st/4eamPeW'],['https://wapo.st/4eamPeW'],Politics,Politics
The Washington Post,2025-06-21 21:36:19,"Iranian Defense Minister Aziz Nasirzadeh warned that if the U.S. launched strikes on Iran, “all U.S. bases are within our reach and we will boldly target them.”

These are the U.S. military sites Iran could target: wapo.st/3TxYLcv",247,111,['https://wapo.st/3TxYLcv'],['https://wapo.st/3TxYLcv'],Military News,Defense & Security
The Washington Post,2025-06-21 20:51:33,"President Trump said U.S. strikes targeted Iranian nuclear facilities at Fordow, Natanz and Isfahan.

More live updates: wapo.st/3T5y4Ma",117,53,['https://wapo.st/3T5y4Ma'],['https://wapo.st/3T5y4Ma'],World News,World
The Washington Post,2025-06-21 20:42:29,"President Donald Trump will address the nation at 10 p.m. Eastern time from the White House about the U.S. military operation in Iran. 

Follow live updates:",71,24,['https://www.washingtonpost.com/world/2025/06/21/israel-iran-live-updates-us-trump/'],['https://www.washingtonpost.com/world/2025/06/21/israel-iran-live-updates-us-trump/'],Breaking News,Breaking News
The Washington Post,2025-06-21 20:07:50,"Breaking news: President Donald Trump said Saturday that U.S. warplanes carried out strikes on three nuclear sites in Iran, calling the attack “successful” and saying the aircraft had departed Iranian airspace.",162,73,['https://www.washingtonpost.com/world/2025/06/21/israel-iran-live-updates-us-trump/'],['https://www.washingtonpost.com/world/2025/06/21/israel-iran-live-updates-us-trump/'],World News,World
The Washington Post,2025-06-21 16:56:21,"JJ Ficken, a fourth-generation farmer in Colorado, was promised a $200,000 grant from the Farm Labor Stabilization and Protection Pilot Program — until President Trump froze the money.",269,108,['https://www.washingtonpost.com/investigations/interactive/2025/trump-farmers-grants-freeze-usda-migrants/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/investigations/interactive/2025/trump-farmers-grants-freeze-usda-migrants/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Agriculture,Agriculture
The Washington Post,2025-06-21 15:31:52,"Facing growing pressure to speak out against ICE raids in the area, the Los Angeles Dodgers on Friday unveiled a $1 million commitment toward assisting families affected by the enforcement action.",768,148,['https://www.washingtonpost.com/nation/2025/06/21/dodgers-immigration-raids-los-angeles/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/21/dodgers-immigration-raids-los-angeles/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Local News,Local News
The Washington Post,2025-06-21 13:26:56,Breaking news: Multiple B-2 Spirit stealth bombers were making their way west over the Pacific Ocean on Saturday according to a U.S. official — a likely show of force as President Trump deliberates potential strikes on a key nuclear facility in Iran.,111,47,['https://www.washingtonpost.com/world/2025/06/21/israel-iran-live-updates-us-trump/#link-NQQBXEY3LVCZFNO4RUZ66ZE5RM?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/21/israel-iran-live-updates-us-trump/#link-NQQBXEY3LVCZFNO4RUZ66ZE5RM?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Military News,Defense & Security
The Washington Post,2025-06-21 12:44:08,The National Institutes of Health will phase out its support of the clinical practice guidelines that advise doctors how to diagnose and treat HIV.,1139,696,['https://www.washingtonpost.com/science/2025/06/21/hiv-aids-rfk-guidelines-nih/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/science/2025/06/21/hiv-aids-rfk-guidelines-nih/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Health,Health
The Washington Post,2025-06-21 11:38:43,"President Trump and Republicans’ massive tax legislation would force the government to undo billions of dollars in electric vehicle investments made by the U.S. Postal Service.

This would mean auctioning off nearly 7,200 brand-new postal EVs.",330,211,['https://www.washingtonpost.com/business/2025/06/21/trump-usps-trucks-taxes/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/21/trump-usps-trucks-taxes/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-21 09:48:33,"Following Trump's example, at least two more governments are discussing sending detainees to El Salvador, home of Nayib Bukele’s El CECOT megaprison @schmidtsam.bsky.social Sarah Blaskey and Arturo Torres report

www.washingtonpost.com/world/2025/0...",20,15,['https://www.washingtonpost.com/world/2025/06/21/bukele-salvador-prisons-peru-ecuador/'],['https://www.washingtonpost.com/world/2025/06/21/bukele-salvador-prisons-peru-ecuador/'],World News,World
The Washington Post,2025-06-21 09:22:26,"👀 Scoop: Trump and Republicans want USPS to sell off its brand new EVs and chargers.

That would mean literally **ripping up post office parking lots** to auction off assets with no private-sector value.

It’s buried in the Senate’s “One Big Beautiful Bill.”

www.washingtonpost.com/business/202...",3500,2052,['https://www.washingtonpost.com/business/2025/06/21/trump-usps-trucks-taxes/'],['https://www.washingtonpost.com/business/2025/06/21/trump-usps-trucks-taxes/'],Politics,Politics
The Washington Post,2025-06-21 10:38:48,"Following the lead of the Trump administration, at least two Latin American governments are discussing sending detainees to El Salvador’s notorious prison system.",44,18,['https://www.washingtonpost.com/world/2025/06/21/bukele-salvador-prisons-peru-ecuador/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/21/bukele-salvador-prisons-peru-ecuador/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],International News,World
The Washington Post,2025-06-20 21:22:52,"Review: Two new books, “The Einstein of Sex” and “The Intermediaries,” argue for the largely forgotten importance of Magnus Hirschfeld, a German doctor who was a pioneer of gay and trans medicine before the Nazis took power.",78,23,['https://www.washingtonpost.com/books/2025/06/19/einstein-sex-magnus-hirschfeld-daniel-brook-intermediaries-brandy-schillace-review/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/books/2025/06/19/einstein-sex-magnus-hirschfeld-daniel-brook-intermediaries-brandy-schillace-review/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Books,Arts & Culture
The Washington Post,2025-06-20 21:10:55,"Iranian attacks were reported in southern Israel on Friday. Thirty-one people were injured in the Iranian strike on Haifa Bay, a spokesperson for the Rambam Medical Center said on social media, with one patient in “serious” condition.",42,12,['https://www.washingtonpost.com/world/2025/06/20/israel-iran-strikes-live-us-trump/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/world/2025/06/20/israel-iran-strikes-live-us-trump/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],World News,World
The Washington Post,2025-06-20 20:18:42,"Social Security has stopped publicly reporting its processing times for benefits, the 1-800 number’s current call wait time and numerous other performance metrics, which customers and advocates have used to track the agency’s struggling customer service programs.",502,267,['https://www.washingtonpost.com/politics/2025/06/20/social-security-wait-times-cuts/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/politics/2025/06/20/social-security-wait-times-cuts/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Social Issues,Social Issues
The Washington Post,2025-06-20 19:36:45,"As Iran and Israel continue to trade strikes and President Donald Trump mulls whether the United States should join the fight, Iranians living in the U.S. are anxious about loved ones still in the country — and about Iran’s future.",75,14,['https://www.washingtonpost.com/nation/2025/06/20/iran-america-diaspora-israel/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/nation/2025/06/20/iran-america-diaspora-israel/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],International News,World
The Washington Post,2025-06-20 18:59:45,"Four days after President Donald Trump abruptly left a summit of global leaders in Canada, calling on civilians to “evacuate Tehran” and stoking global talk of war, the president on Friday said he still wanted more time to decide.",94,22,['https://www.washingtonpost.com/politics/2025/06/20/trump-iran-war-decision/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/politics/2025/06/20/trump-iran-war-decision/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Politics,Politics
The Washington Post,2025-06-20 18:37:19,"A federal appeals court on Friday blocked a Louisiana law requiring public school districts to display the Ten Commandments in all classrooms, calling it unconstitutional.",410,67,['https://www.washingtonpost.com/education/2025/06/20/court-blocks-louisiana-law-commandments/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/education/2025/06/20/court-blocks-louisiana-law-commandments/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Legal News,Crime
The Washington Post,2025-06-20 16:21:43,"Breaking news: Hundreds of U.S. citizens have left Iran through its land borders since the start of Israel’s deadly assault on the country last week, according to a State Department cable circulated to diplomats Friday.",75,21,['https://www.washingtonpost.com/national-security/2025/06/20/iran-us-citizens-israel-strikes-state-department/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/national-security/2025/06/20/iran-us-citizens-israel-strikes-state-department/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],International News,World
The Washington Post,2025-06-20 14:17:24,Breaking news: A federal judge has ordered the Trump administration to release former Columbia University student Mahmoud Khalil from detention after more than three months.,702,108,['https://www.washingtonpost.com/education/2025/06/20/mahmoud-khalil-release/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/education/2025/06/20/mahmoud-khalil-release/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Politics,Politics
The Washington Post,2025-06-20 13:26:49,"As Trump pushes migrants, refugees and asylum seekers away, Spain is positioning itself as a new land of opportunity, where a surge in predominantly Latin American immigrants is helping fuel one of the fastest-growing economies in Europe Tony Faiola reports

www.washingtonpost.com/world/2025/0...",321,118,['https://www.washingtonpost.com/world/2025/06/20/spain-immigrants-economy-progressive-policies/'],['https://www.washingtonpost.com/world/2025/06/20/spain-immigrants-economy-progressive-policies/'],World News,World
The Washington Post,2025-06-20 12:09:20,"British lawmakers voted Friday to legalize assisted dying. The practice will almost certainly be permitted in England and Wales in the coming years, marking a pivotal societal change.",641,132,['https://www.washingtonpost.com/world/2025/06/20/britain-assisted-dying-law/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/20/britain-assisted-dying-law/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-20 11:08:02,"The Supreme Court on Friday blocked the U.S. government’s attempt to limit how and where companies can appeal FDA denials for marketing e-cigarettes, including flavored ones that health experts say sparked the youth vaping epidemic.",54,19,['https://www.washingtonpost.com/politics/2025/06/20/supreme-court-vaping-5th-circuit-fda-appeal/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/20/supreme-court-vaping-5th-circuit-fda-appeal/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Health,Health
The Washington Post,2025-06-20 10:24:38,"John Zeto thought his first responder career was behind him.

But after rescuing a man who was suffering from heatstroke, the retired firefighter of three decades found himself on a new mission: saving hikers on Arizona’s most difficult trails.",213,29,['https://www.washingtonpost.com/lifestyle/2025/06/20/retired-firefighter-hiker-rescue-arizona/'],['https://www.washingtonpost.com/lifestyle/2025/06/20/retired-firefighter-hiker-rescue-arizona/'],Human Interest,Human Interest
The Washington Post,2025-06-20 09:38:23,"After President Trump said there is a “substantial chance of negotiations” with Iran, a group of European foreign ministers will convene Friday with their Iranian counterpart in Geneva for a meeting that is being coordinated with Washington. 

Follow for live updates here:",47,13,['https://www.washingtonpost.com/world/2025/06/20/israel-iran-strikes-live-us-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/20/israel-iran-strikes-live-us-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],International News,World
The Washington Post,2025-06-20 08:55:06,"After 450 million years of evolutionary history, shark populations are collapsing, and more than a third of shark species and their relatives face extinction. 

Now scientists are trying to use the lure of “Jaws” to advance shark conservation efforts.",5070,1224,['https://www.washingtonpost.com/climate-environment/2025/06/20/jaws-anniversary-sharks-conservation/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/climate-environment/2025/06/20/jaws-anniversary-sharks-conservation/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Environment,Climate & Environment
The Washington Post,2025-06-20 08:17:00,"Summer officially begins Friday, June 20, at 10:41 p.m. Eastern time. 

That’s the precise moment of the summer solstice — making for the longest, brightest day of the year in the Northern Hemisphere.

Here’s what to know:",181,46,['https://www.washingtonpost.com/weather/2025/06/19/summer-solstice-june-northern-hemisphere/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/weather/2025/06/19/summer-solstice-june-northern-hemisphere/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Weather,Weather
The Washington Post,2025-06-20 07:42:25,"Pacers guard Tyrese Haliburton scored 14 points in 23 minutes, and Indiana rolled at home, 108-91, to send the NBA Finals to a winner-take-all finale in Oklahoma City on Sunday night.",84,12,['https://www.washingtonpost.com/sports/2025/06/19/pacers-thunder-nba-finals-tyrese-haliburton/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/sports/2025/06/19/pacers-thunder-nba-finals-tyrese-haliburton/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Sports,Sports
The Washington Post,2025-06-20 07:09:15,"A federal appeals court in San Francisco said that President Trump can keep the California National Guard in Los Angeles for now, delivering a win for the president as he aims to use the military to police protests against his deportation efforts.",51,26,['https://www.washingtonpost.com/politics/2025/06/20/trump-keep-national-guard-la-ruling/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/20/trump-keep-national-guard-la-ruling/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-19 17:05:11,"With prices soaring, eggs have been reported stolen from porches and farm stands. At one point, federal agents at the border were seizing eggs more often than fentanyl.

Then, earlier this year, a Maryland sheriff’s office learned about a $100,000 egg heist — complete with a ransom note.",170,61,['https://www.washingtonpost.com/investigations/interactive/2025/eggs-prices-gouging-cal-maine-investigation/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/investigations/interactive/2025/eggs-prices-gouging-cal-maine-investigation/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Crime News,Crime
The Washington Post,2025-06-19 15:55:37,Temperatures may exceed 90 degrees for around 220 million people across the country soon during the first heat wave of the summer.,134,41,['https://www.washingtonpost.com/weather/2025/06/19/maps-extreme-heat-humidity-forecast/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/weather/2025/06/19/maps-extreme-heat-humidity-forecast/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Weather,Weather
The Washington Post,2025-06-19 15:00:14,"“Dictator Approved,” a new 8-foot-tall sculpture on the National Mall, is a response to the June 14 military parade and authoritarianism, according to a permit issued by the National Park Service. wapo.st/4k8CAVq",339,86,['https://wapo.st/4k8CAVq'],['https://wapo.st/4k8CAVq'],Arts,Arts & Culture
The Washington Post,2025-06-19 14:31:14,"President Trump will make a decision on action against Iran within the next two weeks, the White House said Thursday.

Read live updates:",41,11,['https://www.washingtonpost.com/world/2025/06/19/israel-iran-strikes-live-us-trump/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/world/2025/06/19/israel-iran-strikes-live-us-trump/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Politics,Politics
The Washington Post,2025-06-19 13:53:57,A man in Tennessee was arrested and charged with attempted kidnapping after police said he scaled a wall and knocked on Memphis Mayor Paul Young's door while armed with a Taser and wearing gloves.,513,170,['https://www.washingtonpost.com/nation/2025/06/19/paul-young-memphis-taser-kidnapping-stalking/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/nation/2025/06/19/paul-young-memphis-taser-kidnapping-stalking/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Crime,Crime
